"Код заказа","Номер по каталогу","Наименование","Ед.изм.","Цена руб","Количество заказано","Вес кг.","Сумма заказа руб.","Вес заказа кг."
"МД-00010675","5320-8120019","Патрубок отбора воды / ОАО КамАЗ","шт","269","","0.056","0","0"
"МД-00011755","740-1303240","Патрубок перепускного трубопровода / ОАО КамАЗ","шт","1364","","0.226","0","0"
"МД-00017621","740-1014138","Патрубок переходной вентиляции картера сапуна / БРТ","шт","56.3","","0.001","0","0"
"МД-00017152","5320-1303058","Патрубок помпы (в сборе с хомутом и прокладкой)","к-т","608","","0.3","0","0"
"МД-00017153","54115-1303058-10","Патрубок помпы Евро (в сборе с хомутом и прокладкой)","к-т","653","","0.3","0","0"
"МД-00017154","6520-1303058","Патрубок помпы Евро 6520 (в сборе с хомутом и прокладкой)","к-т","776","","0.001","0","0"
"МД-00006089","5320-1303010","Патрубок радиатора   010 средний кривой / БРТ","шт","188","","0.235","0","0"
"МД-00000992","К5320-1303010-01","Патрубок радиатора   010 средний кривой / КМД","шт","407","","0.26","0","0"
"МД-00022669","54115-1303026","Патрубок радиатора   026 нижний длинный  / ПромТехПласт","шт","1000","","0.41","0","0"
"МД-00022665","5320-1303026","Патрубок радиатора   026 нижний длинный ""КРАСНЫЙ силикон"" / ПромТехПласт","шт","715","","0.336","0","0"
"МД-00006090","5320-1303026","Патрубок радиатора   026 нижний длинный / БРТ","шт","181.4","","0.28","0","0"
"МД-00005610","5320-1303026","Патрубок радиатора   026 нижний длинный / Волжский","шт","50.54","","0.325","0","0"
"МД-00022667","5320-1303027","Патрубок радиатора   027 нижний короткий ""КРАСНЫЙ силикон"" / ПромТехПласт","шт","535","","0.177","0","0"
"МД-00006091","5320-1303027","Патрубок радиатора   027 нижний короткий / БРТ","шт","123","","0.16","0","0"
"МД-00005611","5320-1303027","Патрубок радиатора   027 нижний короткий / Волжский","шт","27.3","","0.19","0","0"
"МД-00011913","54115/4308-1303010-29","Патрубок радиатора  54115-1303010-29 СИЛИКОН","шт","620","","0.424","0","0"
"МД-00007402","6520-1303010","Патрубок радиатора  верхний 6520 / Волжский","шт","86.4","","0.375","0","0"
"МД-00000986","К5297-1303024-01","Патрубок радиатора  верхний НЕФАЗ / КМД","шт","300","","0.34","0","0"
"МД-00000995","К65115-1303026-01","Патрубок радиатора  нижний 65115 / КМД ","шт","577.5","","0.38","0","0"
"МД-00007403","6520-1303026","Патрубок радиатора  нижний 6520 / Волжский","шт","86.4","","0.328","0","0"
"МД-00010908","53605М-1303026","Патрубок радиатора  нижний на ДВС Cummins (270х132мм / D=60/48) синий","шт","962","","0.46","0","0"
"МД-00000987","К5297-1303025-01","Патрубок радиатора  нижний НЕФАЗ / КМД","шт","300","","0.32","0","0"
"МД-00012944","5490-9405063035","Патрубок радиатора ...035 (на 5490)","шт","908","","0.16","0","0"
"МД-00015783","К5490-9405063035","Патрубок радиатора ...035 (на 5490) / КМД","шт","305","","0.204","0","0"
"МД-00012954","5490-9405011282","Патрубок радиатора ...282 (на 5490) / аналог","шт","280.8","","0.28","0","0"
"МД-00015784","К5490-9405011282","Патрубок радиатора ...282 (на 5490) / КМД","шт","251","","0.28","0","0"
"МД-00012933","5490-9405011482","Патрубок радиатора ...482 (на 5490) / аналог","шт","799.2","","0.49","0","0"
"МД-00015786","К5490-9405011482","Патрубок радиатора ...482 (на 5490) / КМД","шт","590","","0.49","0","0"
"МД-00015782","К5490-9405011782","Патрубок радиатора ...782 (на 5490) / КМД","шт","220","","0.168","0","0"
"МД-00012955","5490-9405011782","Патрубок радиатора ...782 (на 5490) с 1 изгибом (аналог)","шт","460.8","","0.28","0","0"
"МД-00012987","5490-9405011882","Патрубок радиатора ...882 (на 5490)","шт","566","","0.22","0","0"
"МД-00015785","К5490-9405011882","Патрубок радиатора ...882 (на 5490) / КМД","шт","820","","0.294","0","0"
"МД-00000991","К54115-1303026-01","Патрубок радиатора / КМД","шт","385","","0.34","0","0"
"МД-00004402","5320-1303010","Патрубок радиатора 010 средний кривой / Волжский","шт","55.9","","0.195","0","0"
"МД-00000994","К5320-1303026-01","Патрубок радиатора 026 нижний длинный / КМД","шт","462","","0.36","0","0"
"МД-00000993","К5320-1303027-01","Патрубок радиатора 027 нижний короткий / КМД","шт","283.8","","0.16","0","0"
"МД-00000999","К65115-1303010-01","Патрубок радиатора верхний 65115 / КМД","шт","561","","0.36","0","0"
"МД-00000996","К6520-1303010-01","Патрубок радиатора верхний 6520 / КМД","шт","737","","0.52","0","0"
"МД-00020285","6520-1303010-65","Патрубок радиатора верхний 6520 / СИЛКО","шт","1050","","0.5","0","0"
"МД-00018636","6312В5-1303010010Р","Патрубок радиатора МАЗ-6312 / БРТ ","шт","492","","0.001","0","0"
"МД-00018637","6312В5-1303010010РП","Патрубок радиатора МАЗ-6312В5 / БРТ ","шт","455.3","","0.1","0","0"
"МД-00018638","642290-1311149Р","Патрубок радиатора МАЗ-642290 / БРТ ","шт","106.5","","0.13","0","0"
"МД-00018639","6430-1311049Р","Патрубок радиатора МАЗ-6430Р / БРТ ","шт","55.5","","0.04","0","0"
"МД-00018640","6430-1311049РП","Патрубок радиатора МАЗ-6430РП / БРТ ","шт","65","","0.04","0","0"
"МД-00000997","К6520-1303026-01","Патрубок радиатора нижний 6520 / КМД","шт","698.5","","0.54","0","0"
"МД-00019312","5320-8102050","Патрубок распределителя воздуха в сборе / ТЕХНОТРОН","шт","143","","0.008","0","0"
"МД-00018731","53205-8102148","Патрубок распределителя воздуха Евро","шт","110","","0.05","0","0"
"МД-00009561","5320-1311049","Патрубок расширительного бачка","шт","26.5","","0.04","0","0"
"МД-00022668","5320-1311049","Патрубок расширительного бачка ""КРАСНЫЙ силикон"" / ПромТехПласт","шт","213","","0.077","0","0"
"МД-00000990","К5320-1311049","Патрубок расширительного бачка (синий) силикон / КМД","шт","121","","0.1","0","0"
"МД-00006348","5320-1311049","Патрубок расширительного бачка / БРТ","шт","99.4","","0.06","0","0"
"МД-00017991","65115-1311049","Патрубок расширительного бачка Евро","шт","360","","0.175","0","0"
"МД-00007418","740.20-1014122-10","Патрубок сапуна","шт","310","","0.1","0","0"
"МД-00007419","740-1014122-20","Патрубок сапуна ЕВРО, ЕВРО-2","шт","280","","0.03","0","0"
"МД-00019688","7403-1118240","Патрубок слива масла с турбокомпрессора / ОАО КамАЗ","шт","624","","0.001","0","0"
"МД-00007429","740-1115032-70","Патрубок соединительный впускных коллекторов (на 1-но циллиндровый компрессор) / ОАО КамАЗ","шт","7147.5","","3.36","0","0"
"МД-00007430","740-1115032-50","Патрубок соединительный впускных коллекторов (на 2-ух цилиндровый компрессор)","шт","650","","4.2","0","0"
"МД-00014481","7406-1115032-20","Патрубок соединительный впускных коллекторов / ОАО Камаз","шт","3900","","3.16","0","0"
"МД-00010735","6520-1170342","Патрубок теплообменника левый / ОАО КамАЗ","шт","3390","","1.38","0","0"
"МД-00010736","6520-1170340","Патрубок теплообменника правый / ОАО КамАЗ","шт","3395","","1.38","0","0"
"МД-00017155","740-1303130","Патрубок термостатов (в сборе с хомутом и прокладкой)","к-т","695","","0.3","0","0"
"МД-00022671","7406-1118276","Патрубок ТКР ""КРАСНЫЙ силикон"" 50х70 / ПромТехПласт","шт","208","","0.076","0","0"
"МД-00022670","7403-1118278","Патрубок ТКР ""КРАСНЫЙ силикон"" 56х70 / ПромТехПласт","шт","208","","0.08","0","0"
"МД-00000983","К7406-1118320","Патрубок ТКР (силикон) 22х70 / КМД","шт","79.2","","0.004","0","0"
"МД-00023166","7406-1118276","Патрубок ТКР (силикон) 50х70 (синий силикон)","шт","137","","0.08","0","0"
"МД-00000985","К7406-1118276","Патрубок ТКР (силикон) 50х70 / КМД","шт","138.6","","0.008","0","0"
"МД-00002772","К7403-1118278","Патрубок ТКР (силикон) 56х70 / КМД","шт","158.4","","0.08","0","0"
"МД-00013968","5259411","Патрубок турбокомпрессора выпускной к приемной трубе (чугунный) ISF2.8","шт","1790","","1.576","0","0"
"МД-00013974","4946412","Патрубок турбокомпрессора к интеркулеру (воздуховод) ISF3.8","шт","1414","","0.354","0","0"
"МД-00020458","-","Патрубок угловой 90гр 18х150х150 (силикон)","шт","197","","0.001","0","0"
"МД-00020460","-","Патрубок угловой 90гр 20х150х150 (силикон)","шт","234","","0.001","0","0"
"МД-00020461","-","Патрубок угловой 90гр 22х150х150 (силикон)","шт","234","","0.001","0","0"
"МД-00022209","-","Патрубок угловой 90гр 25х150х150 (силикон)","шт","275","","0.09","0","0"
"МД-00022247","-","Патрубок угловой 90гр 32х100х100 (силикон)","шт","216","","0.001","0","0"
"МД-00021410","-","Патрубок угловой 90гр 32х150х150 (силикон)","шт","310","","0.2","0","0"
"МД-00020462","-","Патрубок угловой 90гр 35х100х100 (силикон)","шт","326","","0.001","0","0"
"МД-00020457","-","Патрубок угловой 90гр 38х150х150 (силикон)","шт","406","","0.001","0","0"
"МД-00020459","-","Патрубок угловой 90гр 40х150х150 (силикон)","шт","406","","0.001","0","0"
"МД-00020463","-","Патрубок угловой 90гр 45х150х150 (силикон)","шт","511","","0.001","0","0"
