"Код заказа","Номер по каталогу","Наименование","Ед.изм.","Цена руб","Количество заказано","Вес кг.","Сумма заказа руб.","Вес заказа кг."
"ДН003399","238Ф-1008027","Пр-ка выхлопного коллектора 238Ф (металл)","шт","18","","0.02","0","0"
"ДН008234","7511-1003212-20","Пр-ка ГБЦ 7511 (1,3 мм разд. голов. металл)","шт","120","","0.084","0","0"
"ДН007059","7511-1003212-30","Пр-ка ГБЦ 7511 (1,5 мм разд. голов. металл)","шт","136","","0.086","0","0"
"ДН007058","7511-1003212-40","Пр-ка ГБЦ 7511 (1,7 мм разд. голов. металл)","шт","182","","0.15","0","0"
"ДН008570","840-1003213-01","Пр-ка ГБЦ 840 (резина)","шт","195","","0","0","0"
"ДН009160","840-1003213-02","Пр-ка ГБЦ 840 (фторсил.)","шт","450","","0","0","0"
"ДН009216","64226-1203020","Пр-ка глушителя (круглая металл) к ТКР","шт","76","","0.03","0","0"
"ДН005234","64227-1203020","Пр-ка глушителя (круглая) к ТКР","шт","22","","0.036","0","0"
"ДН005988","536-1118258-10","Пр-ка глушителя (круглая) к ТКР ЯМЗ 536","шт","36","","0","0","0"
"ДН011067","650-1203020","Пр-ка глушителя (металл) к ТКР 650 (D5010412299)","шт","120","","0","0","0"
"ДН13839","236-1003210-В5","Пр-ка головки блока  нового образца с уплотнительным герметиком","шт","192","","0","0","0"
"ДН13840","238-1003210-В7","Пр-ка головки блока  нового образца с уплотнительным  герметиком","шт","210","","0.354","0","0"
"ДН008083","240-1003210-А3-2","Пр-ка головки блока (ЯЗТО) 240 (двухсторонняя)","шт","330","","0.418","0","0"
"ДН011457","236Д-1003212 рти","Пр-ка головки блока 236Д(металл+силик)","шт","930","","0.86","0","0"
"ДН011458","238Д-1003212 рти","Пр-ка головки блока 238Д (металл + силикон)","шт","1100","","1.16","0","0"
"ДН007668","238Д-1003212","Пр-ка головки блока 238Д металл (7511 общая головка)","шт","552","","1","0","0"
"ДН009734","240-1003213-А","Пр-ка головки блока 240 разд. (металл в сил.)","шт","210","","0","0","0"
"ДН009863","7511-1003213","Пр-ка головки блока 7511 разд. голов. (фторкаучук)","шт","174","","0.06","0","0"
"ДН006383","7511-1003213","Пр-ка головки блока 7511 разд. головка (резина)","шт","15","","0","0","0"
"ДН007899","7511-1003213-03","Пр-ка головки блока 7511 раздельная головка (силикон)","шт","120","","0","0","0"
"ДН003207","238-1003210-В6 (В3)","Пр-ка головки блока стар./образца","шт","166","","0.258","0","0"
"ДН13841","236-1003210-В4 (В2)","Пр-ка головки блока  стар/образца с уплотнительным герметиком","шт","192","","0","0","0"
"ДН13842","238-1003210-В6 (В3)","Пр-ка головки блока старого образца с уплотнительным герметиком","шт","210","","0.354","0","0"
"ДН14317","5340-1003206-10","Пр-ка головки блока ЯМЗ 5340","шт","1650","","0","0","0"
"ДН011086","536-1003206-10","Пр-ка головки блока ЯМЗ 536","шт","1920","","1","0","0"
"ДН010815","650-1003210","Пр-ка головки блока ЯМЗ 650","шт","2100","","0","0","0"
"ДН13011","650-1003210","Пр-ка головки блока ЯМЗ 650/ REMIUM","шт","11100","","0","0","0"
"ДН12478","840-1003213-03","Пр-ка головки блока ЯМЗ 8421 (металл+силикон)","шт","282","","0.15","0","0"
"ДН003204","240-1002246","Пр-ка демультипликатора","шт","4.5","","0","0","0"
"ДН012489","7511-1013712","Пр-ка задней крышки теплообменника 7511 (4отв.ф10мм)","шт","11","","0","0","0"
"ДН012490","7511-1013712-10","Пр-ка задней крышки теплообменника 7601 (4отв.ф14мм)","шт","11","","0","0","0"
"ДН011296","6303-2502168","Пр-ка заднего вала","шт","9","","0","0","0"
"ДН003899","5336-3502077","Пр-ка задней ступицы (маслоуловителя)","шт","21","","0.003","0","0"
"ДН009638","543266-3502077","Пр-ка задней ступицы (н/о)","шт","22","","0","0","0"
"ДН012338","4370-3502077","Пр-ка задней ступицы Зубрёнок","шт","20","","0","0","0"
"ДН005876","5428-1203027-10","Пр-ка заслонки (большая)(вн.D=110мм)","шт","20","","0.02","0","0"
"ДН006172","5434-1203027","Пр-ка заслонки (малая)(вн.D=60мм)","шт","7.5","","0.012","0","0"
"ДН002948","236-1002314-Б","Пр-ка картера маховика ЯМЗ 236","шт","43","","0.003","0","0"
"ДН002949","236-1002314-В","Пр-ка картера маховика ЯМЗ 656","шт","41","","0","0","0"
"ДН012873","8.8515","Пр-ка клапана КЭМ 32-23 паронит","шт","8","","0.002","0","0"
"ДН003005","236-1003270","Пр-ка клапанной крышки","шт","40","","0.15","0","0"
"ДН003360","238-1003270","Пр-ка клапанной крышки","шт","44","","0.2","0","0"
"ДН009695","236-1003270","Пр-ка клапанной крышки (маслобензостойкая)","шт","57","","0.15","0","0"
"ДН009696","238-1003270","Пр-ка клапанной крышки (маслобензостойкая)","шт","65","","0.2","0","0"
"ДН013146","236-1003270","Пр-ка клапанной крышки (МБС зелёная)","шт","98","","0.2","0","0"
"ДН013147","238-1003270","Пр-ка клапанной крышки (МБС зелёная)","шт","105","","0.26","0","0"
"ДН009909","236-1003270","Пр-ка клапанной крышки (МБС красная)","шт","65","","0.15","0","0"
"ДН009910","238-1003270","Пр-ка клапанной крышки (МБС красная)","шт","90","","0.2","0","0"
"ДН12437","236-1003270","Пр-ка клапанной крышки 236 (силикон)","шт","290","","0.176","0","0"
"ДН12436","238-1003270","Пр-ка клапанной крышки 238 (силикон)","шт","350","","0","0","0"
"ДН003988","240-1003270","Пр-ка клапанной крышки 240 (общ.)","шт","32","","0.148","0","0"
"ДН009994","240-1003270-Б","Пр-ка клапанной крышки 240 (разд.)","шт","12","","0","0","0"
"ДН007621","7511-1003270","Пр-ка клапанной крышки 7511 рез-пробка разд.","шт","24","","0","0","0"
"ДН003891","7511-1003270","Пр-ка клапанной крышки раздельные головки (паранит 2мм)","шт","26","","0","0","0"
"ДН14065","5340-1003270","Пр-ка клапанной крышки ЯМЗ 5340 (силикон)","шт","300","","0","0","0"
"ДН011860","536-1003270","Пр-ка клапанной крышки ЯМЗ 536","шт","165","","0","0","0"
"ДН012894","536-1003270","Пр-ка клапанной крышки ЯМЗ 536 (силикон)","шт","390","","0.057","0","0"
"ДН009857","650-1003270","Пр-ка клапанной крышки ЯМЗ 650 (силикон)","шт","465","","0.091","0","0"
"ДН002950","236-1028162","Пр-ка колпака ФЦОМ","шт","6","","0.002","0","0"
"ДН002943","236-1002283","Пр-ка компрессора (сетка МАЗ ЗИЛ)","шт","30","","0.034","0","0"
"ДН002961","7511-1307048","Пр-ка корпуса водяного насоса","шт","13","","0.005","0","0"
"ДН003890","240-1307086","Пр-ка корпуса водяного насоса","шт","8","","0","0","0"
"ДН002953","236-1307048","Пр-ка корпуса водяного насоса с/о","шт","11","","0.003","0","0"
"ДН011281","5340-1307048","Пр-ка корпуса водяного насоса ЯМЗ 536","шт","115","","0","0","0"
"ДН011987","650-1307048","Пр-ка корпуса водяного насоса ЯМЗ 650","шт","150","","0","0","0"
"ДН14057","650-1307048","Пр-ка корпуса водяного насоса ЯМЗ 650 паронит","шт","60","","0","0","0"
"ДН002966","236-1704017-А2","Пр-ка корпуса масло-насоса КПП","шт","4.5","","0","0","0"
"ДН006315","238Ф-1118158","Пр-ка корпуса турбокомпрессора (металл)","шт","46","","0.038","0","0"
"ДН011275","536-1118158","Пр-ка корпуса турбокомпрессора ЯМЗ 536 (62х103)","шт","28","","0","0","0"
"ДН010847","650-1118158","Пр-ка корпуса турбокомпрессора ЯМЗ 650","шт","115","","0.016","0","0"
"ДН002955","236-1028122","Пр-ка корпуса ФЦОМ","шт","4","","0","0","0"
"ДН012812","650-1028101","Пр-ка корпуса ФЦОМ","шт","93","","0","0","0"
"ДН003901","6303-2918122","Пр-ка крышки балансира","шт","10","","0","0","0"
"ДН008642","6303-2509017","Пр-ка крышки блокировки дифференциала","шт","5","","0","0","0"
"ДН003894","5336-2405078","Пр-ка крышки бортовой передачи","шт","14.5","","0.008","0","0"
"ДН003898","54326-2405078","Пр-ка крышки бортовой передачи","шт","20","","0.01","0","0"
"ДН009967","5440-2405078","Пр-ка крышки бортовой передачи н/о","шт","22.5","","0.001","0","0"
"ДН002974","238-1722047-Б","Пр-ка крышки втор. вала","шт","4","","0","0","0"
"ДН002970","236У-1701203-А","Пр-ка крышки заднего подшипника вторичного вала","шт","5","","0","0","0"
"ДН002971","238П-1721203","Пр-ка крышки зад. подш. втор. вала","шт","7.5","","0","0","0"
"ДН002967","236-1701075","Пр-ка крышки зад. подш. пром. вала","шт","4","","0","0","0"
"ДН002952","236-1306054","Пр-ка крышки корпуса термостата","шт","3","","0.008","0","0"
"ДН002963","236-1702014","Пр-ка крышки КПП верх. 236","шт","35","","0.04","0","0"
"ДН002964","238-1702014","Пр-ка крышки КПП верх. 238","шт","40","","0.04","0","0"
"ДН002981","236-1704056-А","Пр-ка крышки маслозаборника","шт","6.5","","0","0","0"
"ДН14696","5340-1002246-01","Пр-ка крышки распредвал","шт","45","","0","0","0"
"ДН008584","236-1110154-А","Пр-ка крышки регулятора ТНВД","шт","13","","0","0","0"
"ДН004742","5336-3003074","Пр-ка крышки рулевого наконечника","шт","2","","0","0","0"
"ДН008694","236-1110499-А3","Пр-ка крышки смотрового люка ТНВД","шт","16","","0","0","0"
"ДН009447","6303-2502145","Пр-ка крышки среднего редуктора","шт","19","","0.027","0","0"
"ДН012436","93865-3104094","Пр-ка крышки ступицы п/п ф160х190, 6отв.8мм","шт","16.5","","0","0","0"
"ДН008695","236-1111226-А2","Пр-ка крышки ТНВД боковая","шт","18.5","","0","0","0"
